Fiscal Year,Provider Type,Site Name,Sponsor/Vendor,Geriatric Mental Health (GMH) Service Site,Site Type,DFTA ID,Site Address,Address Line 2,Borough,Zip Code,Community District,City Council District,X Coordinate,Y Coordinate,Latitude,Longitude,BIN,BBL,Census Tract (2020),Neighborhood Tabulation Area (NTA) (2020)
2023,Older Adult Center,FIND Aid Woodstock OAC,Find Aid For The Aged,Yes,Main Site,C3304,127 West 43rd Street,,Manhattan,10036,105,4,988557,214662,40.755873,-73.984454,1022613,1009960014,119,MN0502
2023,Older Adult Center,"Stein Senior Center, Inc",Stein Senior Center Inc,,Main Site,C7801,204 East 23rd Street,,Manhattan,10010,106,2,989029,208389,40.738655,-73.982755,1019664,1009030056,64,MN0602
2023,Older Adult Center,Senior Center @ St Peter's Church,Lenox Hill Neighborhood House Inc,,Main Site,W1802,619 Lexington Avenue,,Manhattan,10022,106,4,992355,215692,40.758698,-73.970744,1036474,1013087501,100,MN0604
2023,Naturally Occurring Retirement Community (NORC),LINCOLN SQUARE NORC,Goddard-Riverside Community Center,,Main Site,N52-01,250 W. 66TH STREET,,New York,10023,107,6,988279,221720,40.775246,-73.985453,1030342,1011570001,15101,MN0701
2023,Older Adult Center,FIND Aid Hamilton OAC,Find Aid For The Aged,Yes,Main Site,C3303,141 West 73rd Street,,Manhattan,10023,107,6,989920,222951,40.778624,-73.979527,1030011,1011450012,157,MN0701
2023,Older Adult Center,Goddard Riverside LSNC OAC @ West 65th St,Goddard-Riverside Community Center,,Main Site,C3601,250 West 65th Street,,Manhattan,10023,107,6,987881,221634,40.77501,-73.98689,1030340,1011560020,15101,MN0701
2023,Naturally Occurring Retirement Community (NORC),GODDARD RIVERSIDE WEST SIDE NORC,Goddard-Riverside Community Center,,Main Site,N52-02,593 COLUMBUS AVENUE,,New York,10024,107,6,992307,226445,40.788212,-73.970904,1079511,1012020001,173,MN0702
2023,Older Adult Center,Goddard Riverside OAC at West 88th Street,Goddard-Riverside Community Center,,Main Site,C3602,593 Columbus Avenue,,Manhattan,10024,107,6,992307,226445,40.788212,-73.970904,1079511,1012020001,173,MN0702
2023,Older Adult Center,JASA Club 76 Older Adult Center,The Jewish Association For Services For The Aged,,Main Site,C8304,120 West 76th Street,,Manhattan,10023,107,6,990415,223577,40.780342,-73.977739,1030146,1011470042,161,MN0702
2023,Older Adult Center,ABSW OAC,Association Of Black Social Workers Inc,,Main Site,C0601,221 West 107th Street,,Manhattan,10025,107,7,993499,231361,40.801704,-73.966593,1075379,1018790017,195,MN0703
2023,Older Adult Center,Center at the Red Oak,West Side Federation for Senior and Supportive Housing Inc,Yes,Main Site,C9101,135 West 106th Street,,Manhattan,10025,107,7,994090,230711,40.799919,-73.964459,1055957,1018610010,193,MN0703
2023,Caregiver,Lenox Hill,Lenox Hill,,Main,3K3,331 EAST 70TH STREET,,Manhattan,10021,108,5,995898,218691,40.766925,-73.95795,1044838,1014450014,12601,MN0801
2023,Case Management Agency,LENOX HILL CASE MANAGEMENT,LENOX HILL CASE MANAGEMENT,,Main,3MA,331 EAST 70TH STREET,,Manhattan,10021,108,5,995898,218691,40.766925,-73.95795,1044838,1014450014,12601,MN0801
2023,Elder Justice,Weill Cornell Enhanced Multidisciplinary Teams,New York City Elder Abuse Center at Weill Cornell,,Main Site,620,525 East 68th Street,,Manhattan,10065,108,5,996646,217680,40.764149,-73.955251,1084781,1014800001,116,MN0801
2023,Older Adult Center,Carter Burden Luncheon Club,"The Carter Burden Center For The Aging, Inc D/B/A Carter Burd",,Main Site,C1601,351 East 74th Street,,Manhattan,10021,108,5,996383,219673,40.76962,-73.956197,1044930,1014490020,134,MN0801
2023,Older Adult Center,CBN Roosevelt Island Senior Center,"The Carter Burden Center For The Aging, Inc D/B/A Carter Burd",Yes,Main Site,C1605,546 Main Street,,Manhattan,10044,108,5,998175,216839,40.761839,-73.949734,1083202,1013730030,23803,MN0801
2023,Older Adult Center,Center @ Lenox Hill (ISC),Lenox Hill Neighborhood House Inc,Yes,Main Site,W1801,343 East 70th Street,,Manhattan,10021,108,5,996053,218604,40.766686,-73.95739,1044841,1014450023,12601,MN0801
2023,Grandparents Resource Center,GRC - MAP - Tompkins TA,Grandparents Resource Center,,Satellite,DFTA15,736 Park Ave,,Brooklyn,10021,108,4,994151,220004,40.770531,-73.964255,,,130,MN0802
2023,Naturally Occurring Retirement Community (NORC),STANLEY M ISAACS NORC,Stanley M Isaacs Neighborhood Center Inc,,Main Site,N65,415 E. 93RD STREET,,New York,10128,108,5,999451,223786,40.780904,-73.945112,1082367,1015730001,152,MN0803
2023,Older Adult Center,Stanley Isaacs NSC/Holmes Older Adult Center,"Stanley M Isaacs Neighborhood Center, Inc",,Main Site,C7601,415 East 93rd Street,,Manhattan,10128,108,5,999451,223786,40.780904,-73.945112,1082367,1015730001,152,MN0803
2023,Naturally Occurring Retirement Community (NORC),MORNINGSIDE MRHS NORC,Morningside Retirement & Health Services Inc,,Main Site,N57,100 LASALLE STREET,,New York,10027,109,7,995583,235664,40.813512,-73.959058,1084114,1019780001,211,MN0901
2023,Older Adult Center,Jackie Robinson,Charles A Walburg Multi-Service Organization Inc,,Main Site,C9901,1301 Amsterdam Avenue,,Manhattan,10027,109,7,996080,235111,40.811994,-73.957264,1084095,1019640001,20901,MN0901
2023,Older Adult Center,PSS Manhattanville,Presbyterian Senior Services,,Main Site,W1905,530 West 133rd Street,,Manhattan,10027,109,7,996850,237346,40.818127,-73.954478,1084130,1019840001,219,MN0902
2023,Older Adult Center,Hamilton Grange NSC,Convent Avenue Baptist Church,,Main Site,C2401,420 West 145th Street,,Manhattan,10032,109,7,999269,239646,40.824436,-73.945733,1060948,1020500042,227,MN0903
2023,Older Adult Center,Canaan Senior Service Center,Canaan Baptist Church Of Christ,,Main Site,C1501,1428 5th Avenue,,Manhattan,10035,110,9,999167,231162,40.80115,-73.946121,1051430,1016000021,190,MN1001
2023,Older Adult Center,Food Bank For New York City OAC,Food Bank For New York City,,Main Site,C3401,252 West 116th Street,,Manhattan,10026,110,9,996760,232264,40.804178,-73.954813,1055248,1018310060,218,MN1001
2023,Older Adult Center,PSS King Towers,Presbyterian Senior Services,,Main Site,W1907,50 Lenox Avenue,,Manhattan,10026,110,9,997700,230594,40.799593,-73.951421,1083312,1015960001,186,MN1001
2023,Grandparents Resource Center,GRC - MAP - Polo Grounds Houses,Grandparents Resource Center,,Satellite,DFTA10,2965 Frederick Douglas Boulevard,,Manhattan,10039,110,9,1001823,241763,40.830242,-73.9365,1084520,1021060003,24302,MN1002
2023,Grandparents Resource Center,GRC - MAP - St. Nicholas Senior Center,Grandparents Resource Center,,Satellite,DFTA13,210 West 131st Street,,Manhattan,10027,110,9,999159,235471,40.812977,-73.94614,1081515,1019330050,224,MN1002
2023,Older Adult Center,ARC XVI A Philip Randolph Center (ARC Ft Washington NSC),ARC XVI Fort Washington Inc,Yes,Main Site,C0501,108 West 146 Street,,Manhattan,10039,110,9,1001876,238520,40.821341,-73.936317,1060189,1020140036,232,MN1002
2023,Older Adult Center,ARC XVI Central Harlem Center,ARC XVI Fort Washington Inc,Yes,Main Site,C0502,120 West 140th Street,,Manhattan,10030,110,9,1001059,237149,40.817579,-73.939272,1060054,1020080013,230,MN1002
2023,Older Adult Center,Central Harlem Kennedy,"Central Harlem Senior Citizens Centers, Inc.",Yes,Main Site,C1901,34 W. 134th Street,,Manhattan,10037,110,9,1000957,235372,40.812702,-73.939645,1083985,1017300016,212,MN1002
2023,Older Adult Center,Central Harlem St Nick,"Central Harlem Senior Citizens Centers, Inc.",,Affiliated,C1902,210 W. 131st Street,,Manhattan,10027,110,9,999159,235471,40.812977,-73.94614,1081515,1019330050,224,MN1002
2023,Older Adult Center,PSS Harlem,Presbyterian Senior Services,Yes,Main Site,W1906,127 West 127th Street,,Manhattan,10027,110,9,999338,234200,40.809488,-73.945496,1057904,1019120012,224,MN1002
2023,Older Adult Center,RJ Rangel OAC,Cothoa Luncheon Club Inc,,Affiliated,C2604,159-36 Harlem River Drive,,Manhattan,10039,110,9,1002111,242901,40.833365,-73.935456,1084184,1021060320,24302,MN1002
2023,Older Adult Center,SAGE Center Harlem,Services and Advocacy for Gay Lesbian Bisexual and Transgend,,Main Site,C6902,220 West 143rd Street,,Manhattan,10030,110,9,1000544,238322,40.8208,-73.94113,1086084,1020280016,232,MN1002
2023,Transportation,Whist Transportation,"ARC XVI Fort Washington, Inc.",,Main Site,309,108 West 146th Street,,Manhattan,10033,110,9,1001876,238520,40.821341,-73.936317,1060189,1020140036,232,MN1002
2023,Elder Justice,Community Elder Mistreatment and Abuse Program (CEMAPP),Carter Burden Network Inc,,Main Site,1.00E+06,312 East 109th Street,,Manhattan,10029,111,8,1000731,227941,40.792306,-73.94048,1074278,1016800045,170,MN1101
2023,Naturally Occurring Retirement Community (NORC),UNION SETTLEMENT FRANKLIN PLAZA NORC,Union Settlement Association Inc,,Main Site,N70,2090 SECOND AVENUE,,New York,10029,111,8,1000386,227678,40.791585,-73.941726,1081081,1016780001,170,MN1101
2023,Older Adult Center,Carver,Institute For The Puerto Rican Hispanic Elderly Inc,,Main Site,W1603,55 East 102 Street,,Manhattan,10029,111,8,997859,227405,40.79084,-73.950853,1082659,1016080023,168,MN1101
2023,Older Adult Center,CBN Leonard Covello (ISC) Senior Program,"The Carter Burden Center For The Aging, Inc D/B/A Carter Burd",Yes,Main Site,C1603,312 East 109th Street,,Manhattan,10029,111,8,1000731,227941,40.792306,-73.94048,1074278,1016800045,170,MN1101
2023,Older Adult Center,Gaylord White OAC,Union Settlement Association,,Main Site,W2401,2029 2nd Avenue,,Manhattan,10029,111,8,999954,226908,40.789473,-73.943288,1080669,1016540011,170,MN1101
2023,Older Adult Center,Lehman Village Senior Program (Social Club),"The Carter Burden Center For The Aging, Inc D/B/A Carter Burd",,Affiliated,C1604,1641 Madison Avenue,,Manhattan,10029,111,8,998685,229227,40.79584,-73.947866,1078867,1016150023,17401,MN1101
2023,Grandparents Resource Center,GRC - MAP - James Weldon Johnson,Grandparents Resource Center,,Satellite,DFTA08,1833 Lexington Avenue,,Manhattan,10029,111,8,1000067,229612,40.796894,-73.942874,1082335,1016400021,182,MN1102
2023,Grandparents Resource Center,GRC - MAP - Wagner Senior Center,Grandparents Resource Center,,Satellite,DFTA16,435 East 120th Street,,Manhattan,10035,111,8,1003026,230032,40.798041,-73.932186,1081287,1018080001,192,MN1102
2023,Older Adult Center,Casabe Senior Houses aka East Harlem NSC,East Harlem Council For Human Services Inc,,Main Site,C3001,150 East 121st Street,,Manhattan,10035,111,8,1001128,231365,40.801704,-73.939037,1054378,1017690021,196,MN1102
2023,Older Adult Center,Central Harlem  Lincoln,"Central Harlem Senior Citizens Centers, Inc.",,Affiliated,C1903,60 E 135th Street,,Manhattan,10035,111,9,1002261,234975,40.81161,-73.934935,1081120,1017570020,210,MN1102
2023,Older Adult Center,Central Harlem SC Ctr Beatrice Lewis,"Central Harlem Senior Citizens Centers, Inc.",Yes,Main Site,C1904,2322 Third Avenue,,Manhattan,10035,111,9,1002173,232372,40.804465,-73.93526,1054497,1017750033,242,MN1102
2023,Older Adult Center,Corsi OAC,Union Settlement Association,,Main Site,W2405,307 E 116th Street,,Manhattan,10029,111,8,1001530,229628,40.796935,-73.93759,1079357,1016880045,188,MN1102
2023,Older Adult Center,Wagner Satellite,Union Settlement Association,,Affiliated,W2404,435 East 120th Street,,Manhattan,10035,111,8,1003026,230032,40.798041,-73.932186,1081287,1018080001,192,MN1102
2023,Older Adult Center,Cothoa Luncheon Club,Cothoa Luncheon Club Inc,Yes,Main Site,C2601,2005 Amsterdam Avenue,,Manhattan,10032,112,10,1000590,243250,40.834326,-73.940952,1062531,1021090003,245,MN1201
2023,Older Adult Center,M M Bethune,Cothoa Luncheon Club Inc,,Main Site,C2603,1970 Amsterdam Avenue,,Manhattan,10032,112,7,1000372,242869,40.83328,-73.94174,1076742,1021160033,241,MN1201
2023,Older Adult Center,Riverstone Senior Life Services OAC,"Riverstone Senior Life Services, Inc.",Yes,Main Site,C6201,99 Fort Washington Avenue,,Manhattan,10032,112,7,999818,244774,40.83851,-73.943738,1063346,1021360235,247,MN1201
2023,Case Management Agency,ISABELLA,ISABELLA,,Main,3MB,515 AUDOBON AVENUE,,Manhattan,10040,112,10,1004193,250706,40.854783,-73.927909,1063861,1021600001,277,MN1202
2023,Naturally Occurring Retirement Community (NORC),ISABELLA GERIATRIC FT GEORGE VISTAS NORC,Isabella Geriatric Center Inc,,Main Site,N56,17 FT. GEORGE HILL,,New York,10040,112,10,1004304,251769,40.8577,-73.927505,1064067,1021700131,283,MN1202
2023,Older Adult Center,Agudath Israel Moriah Older Adult Luncheon Club,Agudath Israel Of America Community Services Inc,,Main Site,C0102,90 Bennett Avenue,,Manhattan,10033,112,10,1002127,250061,40.853017,-73.935379,1064436,1021800172,271,MN1202
2023,Older Adult Center,ARC XVI Ft Washington Center,ARC XVI Fort Washington Inc,Yes,Main Site,C0503,516-520 W 181th Street,,Manhattan,10033,112,10,1003160,248393,40.848436,-73.93165,1063614,1021520067,269,MN1202
2023,Older Adult Center,Center for Adults Living Well @ the Y (OAC),Young Mens and Womens Hebrew Assoc Washington Heights Inwood,,Main Site,C9501,54 Nagle Avenue,,Manhattan,10040,112,10,1003854,252604,40.859993,-73.929129,1064146,1021720064,285,MN1202
2023,Older Adult Center,Washington Heights Neighborhood Senior Center (STAR OAC),Washington Heights Community Service Inc,,Main Site,C8901,650 West 187th Street,,Manhattan,10033,112,10,1002925,250303,40.853679,-73.932494,1075520,1021670056,271,MN1202
2023,Older Adult Center,NYFSC Dyckman Older Adult Center,New York Foundation For Senior Citizens Inc,,Main Site,C5101,3754 10th Avenue,,Manhattan,10034,112,10,1005940,252916,40.860844,-73.921587,1080032,1022160001,299,MN1203
2023,Older Adult Center,RAIN Inwood OAC,Regional Aid For Interim Needs Inc,,Main Site,C5806,84 Vermilyea Avenue,,Manhattan,10034,112,10,1005512,254735,40.865838,-73.923128,1064905,1022340029,291,MN1203
2023,Older Adult Center,Astoria NSC,Spanish Speaking Elderly Council RAICES Inc,,Main Site,C7209,21-21 30th Drive,,Queens,11102,401,22,1003940,219137,40.768135,-73.928916,4006319,4005500007,79,QN0102
2023,Older Adult Center,RAICES Astoria Social Club,Spanish Speaking Elderly Council RAICES Inc,,Affiliated,C7210,4-05 Astoria Boulevard,,Queens,11102,401,22,1002678,220889,40.772947,-73.933467,4430787,4004900101,87,QN0102
2023,Older Adult Center,CCNS DellaMonica- Steinway OAC,Catholic Charities Neighborhood Services Inc,,Main Site,C1702,23-11 31st Road,,Queens,11106,401,22,1003968,218289,40.765808,-73.928818,4619746,4005690017,75,QN0103
2023,Older Adult Center,HANAC Harmony JVL Innovative Older Adult Center,"HANAC, Inc.",Yes,Main Site,C3902,27-40 Hoyt Avenue South,,Queens,11102,401,22,1006464,220495,40.771857,-73.9198,4537921,4008390001,69,QN0103
2023,Transportation,HANAC East-West Connection,"HANAC, Inc.",,Main Site,446,27-40 Hoyt Avenue South,,Queens,11102,401,22,1006464,220495,40.771857,-73.9198,4537921,4008390001,69,QN0103
2023,Naturally Occurring Retirement Community (NORC),SELFHELP BOULEVARD GARDENS NORC,SELFHELP Community Services Inc,,Main Site,N62-01,51-42 30th AVENUE,,Queens,11377,401,22,1010573,216002,40.759513,-73.904983,4431254,4011110001,295,QN0104
2023,Grandparents Resource Center,GRC - MAP - Queensbridge/Riis Neighborhood Senior Center,Grandparents Resource Center,,Satellite,DFTA11,10-25 41st Avenue,,Queens,11101,401,26,999397,214526,40.755488,-73.945328,4433386,4004700100,25,QN0105
2023,Naturally Occurring Retirement Community (NORC),HANAC QUEENSVIEW NORC,"HANAC, Inc.",,Main Site,N54,33-34 CRESCENT STREET,,Queens,11106,401,22,1003720,216940,40.762105,-73.929717,4430862,4005570003,45,QN0105
2023,Older Adult Center,Queensbridge Center,Jacob A RIIS Neighborhood Settlement,,Main Site,C4601,10-25 41st Avenue,,Queens,11101,401,26,999397,214526,40.755488,-73.945328,4433386,4004700100,25,QN0105
2023,Caregiver,Sunnyside,Sunnyside,,Main,4K1,43-31 39th Street,,Sunnyside,11104,402,26,1004780,210778,40.74519,-73.925909,4436677,4001910005,17901,QN0202
2023,Case Management Agency,SUNNYSIDE COMMUNITY SERVICES,SUNNYSIDE COMMUNITY SERVICES,,Main,4MB,43-31 39TH STREET,,Queens,11104,402,26,1004780,210778,40.74519,-73.925909,4436677,4001910005,17901,QN0202
2023,Elder Justice,Sunnyside Community Services Elder Justice Program,Sunnyside Community Services,,Main Site,1.00E+07,43-31 39th Street,,Queens,11104,402,26,1004780,210778,40.74519,-73.925909,4436677,4001910005,17901,QN0202
2023,Older Adult Center,Sunnyside Community Services OAC,Sunnyside Community Services Inc,,Main Site,C7901,43-39 39th Street,,Queens,11104,402,26,1004775,210745,40.745099,-73.925927,4436676,4001910005,17901,QN0202
2023,Naturally Occurring Retirement Community (NORC),SELFHELP BIG SIX NORC,SELFHELP Community Services Inc,,Main Site,N62-02,61-10 QUEENS BLVD.,,Queens,11377,402,26,1011067,209384,40.741347,-73.903226,4437383,4023140100,245,QN0203
2023,Naturally Occurring Retirement Community (NORC),SELFHELP NORTHRIDGE 11-BRULENE NORC,SELFHELP Community Services Inc,,Main Site,N62-03,33-45 90TH STREET,,Queens,11372,403,25,1018146,214327,40.75489,-73.877655,4431400,4014380001,27702,QN0301
2023,Older Adult Center,CCNS Catherine Sheridan OAC,Catholic Charities Neighborhood Services Inc,,Main Site,C1703,35-24 83rd Street,,Queens,11372,403,25,1016472,213107,40.751548,-73.883703,4437136,4014560001,283,QN0301
2023,Older Adult Center,QCH Queens Center for Gay Seniors (QCGS) OAC,"Queens Community House, Inc.",,Main Site,C5604,37-06 77th Street,,Queens,11372,403,25,1015000,212143,40.748907,-73.88902,4029864,4012870010,287,QN0301
2023,Older Adult Center,Golden Phoenix 1 (ELMCOR NSC),Elmcor Youth & Adult Activities Inc,,Main Site,W1301,98-19 Astoria Boulevard,,Queens,11369,403,21,1019961,217028,40.762296,-73.871089,4032768,4013720045,367,QN0302
2023,Older Adult Center,Florence E Smith OAC,Corona Congregational Church,,Main Site,C2501,102-19 34th Avenue,,Queens,11368,403,21,1021378,214642,40.755742,-73.865988,4042602,4017170033,379,QN0303
2023,Older Adult Center,Golden Phoenix 2 (Elmcor Lefrak NSC),Elmcor Youth & Adult Activities Inc,Yes,Main Site,W1302,95-18 Northern Boulevard,,Queens,11372,403,21,1019473,215049,40.756866,-73.872861,4042344,4017100010,37502,QN0303
2023,Older Adult Center,Golden Phoenix 4,Elmcor Youth & Adult Activities Inc,,Main Site,CC101,33-16 108th Street,,Queens,11368,403,21,1022776,215259,40.757429,-73.860938,4042761,4017220012,381,QN0303
2023,Older Adult Center,Korean Community Services Corona OAC,Korean Community Services of Metropolitan New York Inc,,Main Site,C4901,37-06 111th Street,,Queens,11368,403,21,1023796,213990,40.753941,-73.857264,4430244,4017780027,40102,QN0303
2023,Older Adult Center,Elmhurst,Institute For The Puerto Rican Hispanic Elderly Inc,,Main Site,W1604,75-01 Broadway Avenue,,Queens,11373,404,25,1014672,211146,40.746172,-73.890208,4036730,4014860013,267,QN0401
2023,Older Adult Center,Italian Senior Citizens  Center Inc,"Italian Senior Citizens Center, Inc.",,Main Site,C4501,83-20 Queens Boulevard,,Queens,11373,404,25,1017592,207883,40.737205,-73.879686,4057291,4024760017,475,QN0401
2023,Older Adult Center,Corona OAC,Spanish Speaking Elderly Council RAICES Inc,,Main Site,C7203,107-24 Corona Avenue,,Queens,11368,404,21,1024234,210205,40.743551,-73.855705,4431694,4019420053,439,QN0402
2023,Older Adult Center,Golden Phoenix 3 (Elmcor Lefrak NSC),Elmcor Youth & Adult Activities Inc,Yes,Main Site,45D01,96-05 Horace Harding Expressway,,Queens,11368,404,21,1021855,206861,40.734383,-73.864309,4047337,4019180114,455,QN0402
2023,Older Adult Center,Selfhelp Maspeth,SELFHELP Community Services Inc,Yes,Main Site,W2105,69-61 Grand Avenue,,Queens,11378,405,30,1013753,204167,40.727019,-73.893556,4058561,4025010032,49302,QN0501
2023,Older Adult Center,Peter Cardella Older Adult Center,Peter Cardella Senior Citizen Center Inc,Yes,Main Site,C5401,68-52 Fresh Pond Road,,Queens,11385,405,30,1013176,195734,40.703874,-73.895674,4085200,4035350024,583,QN0502
2023,Older Adult Center,"Ridgewood Older Adult Center And Services, Inc",Ridgewood Older Adult Center And Services Inc,,Main Site,C5901,5914 70th Avenue,,Queens,11385,405,30,1011971,194755,40.701191,-73.900024,4084122,4035080009,583,QN0502
2023,Older Adult Center,Middle Village OAC,Rabbi Israel Meyer Hacohen Rabbinical Seminary Of America,,Main Site,C5701,69-10 75th Street,,Queens,11379,405,30,1018444,197712,40.709285,-73.876664,4091868,4037860020,619,QN0504
2023,Older Adult Center,QCH Rego Park OAC,"Queens Community House, Inc.",,Main Site,C5605,97-30 Queens Blvd,,Queens,11374,406,29,1023251,204899,40.728991,-73.859284,4072142,4030840014,69701,QN0601
2023,Case Management Agency,"QUEENS COMMUNITY HOUSE, INC","QUEENS COMMUNITY HOUSE, INC",,Corporate Office,4MD,119-45 Union Turnpike,5th Fl,Queens,11375,406,29,1030726,199417,40.713909,-73.832351,4312087,4033477501,76902,QN0602
2023,Case Management Agency,"QUEENS COMMUNITY HOUSE, INC","QUEENS COMMUNITY HOUSE, INC",,Main,4MD,108-25 62ND DRIVE,,Queens,11375,406,29,1030726,199417,40.73591,-73.850212,4432108,4021590015,745,QN0602
2023,Naturally Occurring Retirement Community (NORC),FOREST HILLS COMMUNITY HOUSE NORC,Queens Community House Inc.,,Main Site,N59,108-03 62ND DRIVE,,Queens,11375,406,29,1025589,207353,40.735716,-73.850833,4432109,4021590002,745,QN0602
2023,Older Adult Center,Selfhelp Austin St,SELFHELP Community Services Inc,,Main Site,W2101,106-06 Queens Boulevard,,Queens,11375,406,29,1026567,202401,40.72212,-73.847335,4077479,4032370040,711,QN0602
2023,Older Adult Center,Young Israel Programs Forest Hills,Young Israel Programs Inc,,Main Site,C9401,68-07 Burns Street,,Queens,11375,406,29,1025370,202121,40.721357,-73.851655,4077448,4032340089,711,QN0602
2023,Older Adult Center,HANAC Angelo Petromelis Older Adult Center,"HANAC, Inc.",,Main Site,C3901,13-28 123rd Street,,Queens,11356,407,19,1027236,225741,40.786179,-73.844772,4096960,4039970035,947,QN0701
2023,Naturally Occurring Retirement Community (NORC),SAMUEL FIELD Y CLEARVIEW GARDENS NORC,Samuel Field YM & YWHA Inc,,Main Site,N61-01,163-59 17TH AVENUE,,Queens,11357,407,19,1039919,224600,40.782976,-73.798982,4444920,4057300001,1017,QN0703
2023,Older Adult Center,Samuel Field Y Bay Terrace Older Adult Center,Samuel Field YM & YWHA Inc,,Main Site,C6502,212-00 23rd Avenue,,Queens,11360,407,19,1045701,224057,40.781448,-73.778109,4132408,4059000050,99704,QN0703
2023,Older Adult Center,Selfhelp Clearview,SELFHELP Community Services Inc,Yes,Main Site,W2103,208-11 26th Avenue,,Queens,11360,407,19,1044130,222207,40.776381,-73.783798,4130866,4058630250,99704,QN0703
2023,Case Management Agency,SELFHELP QUEENS NORTH,SELFHELP,,Main,4ME,45-25 KISSENA BLVD,,Queens,11355,407,20,1034030,213216,40.751765,-73.820331,4117390,4052000052,1205,QN0705
2023,Older Adult Center,Korean Community Services Flushing + Satellite MN9,Korean Community Services of Metropolitan New York Inc,,Main Site,C4902,42-15 166th Street,,Queens,11358,407,19,1039564,216006,40.75939,-73.800335,4439629,4053970006,1185,QN0705
2023,Older Adult Center,Selfhelp Benjamin Rosenthal,SELFHELP Community Services Inc,Yes,Main Site,W2102,45-25 Kissena Boulevard,,Queens,11355,407,20,1034030,213216,40.751765,-73.820331,4117390,4052000052,1205,QN0705
2023,Older Adult Center,CPC Nan Shan Neighborhood Senior Center,Chinese-American Planning Council Inc,,Main Site,C2102,133-14 41st Avenue,,Queens,11355,407,20,1030744,215109,40.756979,-73.832178,4617434,4050410005,84902,QN0707
2023,Older Adult Center,RAICES Bland Social Club,Spanish Speaking Elderly Council RAICES Inc,,Affiliated,C7204,40-15 College Point Boulevard,,Queens,11354,407,20,1030200,215408,40.757803,-73.83414,4443443,4050370008,871,QN0707
2023,Older Adult Center,Selfhelp Latimer,SELFHELP Community Services Inc,,Main Site,W2104,34-30 137th Street,,Queens,11354,407,20,1031359,218413,40.766044,-73.829935,4443410,4049510008,88902,QN0707
2023,Older Adult Center,Young Israel Programs Queens Valley II,Young Israel Programs Inc,,Main Site,C9403,141-55 77th Avenue,,Queens,11367,408,24,1034194,202054,40.721128,-73.819822,4143547,4066280084,77903,QN0801
2023,Older Adult Center,QCH Pomonok OAC,"Queens Community House, Inc.",Yes,Main Site,C5603,67-09 Kissena Boulevard,,Queens,11367,408,24,1035596,207123,40.735033,-73.814726,4455430,4067920030,122702,QN0802
2023,Naturally Occurring Retirement Community (NORC),SELFHELP FRESH MEADOWS NORC,SELFHELP Community Services Inc,,Main Site,N62-04,67-00 192ND STREET,,Queens,11365,408,23,1044792,208157,40.737813,-73.781534,4444040,4071170003,134701,QN0803
2023,Older Adult Center,JASA Holliswood Older Adult Center,The Jewish Association For Services For The Aged,,Main Site,C8305,86-25 Francis Lewis Boulevard,,Queens,11427,408,23,1049357,203482,40.724948,-73.765107,4226088,4106000019,49201,QN0804
2023,Older Adult Center,India Home Desi Senior Center,India Home Inc,,Main Site,C4401,85-37 168th Street,,Queens,11432,408,24,1040710,199197,40.713247,-73.796339,4210720,4098510017,454,QN0805
2023,Older Adult Center,QCH Kew Gardens Community Center OAC,"Queens Community House, Inc.",Yes,Main Site,C5602,80-02 Kew Gardens Road,,Queens,11415,409,29,1031238,199337,40.713686,-73.830505,4312089,4033480037,773,QN0901
2023,Older Adult Center,CCNS Ozone Park OAC,Catholic Charities Neighborhood Services Inc,,Main Site,C1705,103-02 101 Avenue,,Queens,11416,409,28,1028686,189255,40.686027,-73.839777,4198392,4094210001,112,QN0904
2023,Older Adult Center,CCNS Woodhaven-Richmond Hill OAC,Catholic Charities Neighborhood Services Inc,,Main Site,C1716,89-02 91St Street,,Queens,11421,409,32,1025031,190862,40.690455,-73.852946,4185709,4089720004,18,QN0905
2023,Older Adult Center,CCNS Howard Beach OAC,Catholic Charities Neighborhood Services Inc,,Main Site,C1704,155-55 CrossBay Boulevard,,Queens,11414,410,32,1028319,181365,40.664372,-73.841152,4442269,4115880075,884,QN1003
2023,Older Adult Center,CCNS Bayside OAC,Catholic Charities Neighborhood Services Inc,,Main Site,C1701,221-15 Horace Harding Expressway,,Queens,11364,411,23,1051701,212502,40.749688,-73.756559,4161696,4075270065,138501,QN1102
2023,Naturally Occurring Retirement Community (NORC),SAMUEL FIELD Y DEEPDALE GARDENS NORC,Samuel Field YM & YWHA Inc,,Main Site,N61-02,57-17 MARATHON PARKWAY,,Queens,11362,411,23,1058693,216068,40.75942,-73.731285,4459800,4083370001,152902,QN1103
2023,Older Adult Center,Sam Field Older Adult Center,Samuel Field YM & YWHA Inc,,Main Site,C6501,58-20 Little Neck Parkway,,Queens,11362,411,23,1060952,216861,40.761577,-73.723122,4173029,4083520051,152902,QN1103
2023,Case Management Agency,CCNS SOUTHWEST,CCNS,,Main,4MF,183-16 JAMAICA AVE,2ND FL,Queens,11423,412,27,1046080,197638,40.708932,-73.776983,4438800,4103520058,444,QN1201
2023,Older Adult Center,Allen AME Theodora Jackson Center,Allen AME Church,Yes,Main Site,C0201,92-47 165th Street,,Queens,11433,412,27,1041350,195973,40.704393,-73.794058,4216225,4101550029,444,QN1201
